name,map_label,x_px,y_px,map_x,map_y,grid,region,sector,category,coordinate_source,svg_occurrence,canon,hyperroutes,wookieepedia
"Cona","Cona","2781.599","2001.589","326.942","-120.151","O-11","Inner Rim","Inner Cluster","planet","svg","svg-0308","legends","","https://starwars.fandom.com/wiki/Cona"
"Manaan","Manaan","2783.013","2097.174","317.972","-144.193","O-11","Inner Rim","Sin sector registrado","planet","catalog","","canon","","https://starwars.fandom.com/wiki/Manaan"
"Truuine","Truuine","2739.909","2130.029","305.026","-186.175","O-11","Inner Rim","Sin sector registrado","planet","svg","svg-1480","legends","","https://starwars.fandom.com/wiki/Truuine"
"Tal Nami","Tal Nami","3472.799","1781.859","692.492","3.797","R-9","Hutt Space","Hutt Space","planet","svg","svg-1380","legends","","https://starwars.fandom.com/wiki/Tal_Nami"
"Alee","Alee","3486.339","1766.888","684.377","27.873","R-9","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Alee"
"Keldooine","Keldooine","3403.129","1947.779","656.919","-84.046","R-10","Hutt Space","Hutt Space","planet","svg","svg-0728","legends","Ootmian Pabol","https://starwars.fandom.com/wiki/Keldooine"
"Nar Bo Sholla","Nar Bo Sholla","3489.301","2000.318","685.92","-93.735","R-10","Hutt Space","Hutt Space","planet","catalog","","legends","Ootmian Pabol","https://starwars.fandom.com/wiki/Nar_Bo_Sholla"
"Ilos","Ilos","3444.139","1841.089","677.863","-26.352","R-10","Hutt Space","Hutt Space","planet","svg","svg-0648","legends","Pabol Sleheyron","https://starwars.fandom.com/wiki/Ilos"
"Ilos Minor","Ilos Minor","3468.969","1850.839","691.515","-30.562","R-10","Hutt Space","Hutt Space","planet","svg","svg-0649","legends","Pabol Sleheyron","https://starwars.fandom.com/wiki/Ilos_Minor"
"Kleeva","Kleeva","3492.01","2179.94","687.331","-187.311","R-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kleeva"
"Toydaria","Toydaria","3433.929","2107.589","671.357","-170.813","R-11","Hutt Space","Hutt Space","planet","svg","svg-1465","canon","","https://starwars.fandom.com/wiki/Toydaria"
"Tol Amn","Tol Amn","3368.359","2088.589","636.659","-160.469","R-11","Hutt Space","Hutt Space","planet","svg","svg-1455","legends","","https://starwars.fandom.com/wiki/Tol_Amn"
"Runaway Prince","Runaway Prince","3393.429","2048.089","647.919","-139.389","R-11","Hutt Space","Hutt Space","planet","svg","svg-1228","legends","","https://starwars.fandom.com/wiki/Runaway_Prince"
"Jilrua","Jilrua","3394.329","2183.089","651.261","-211.107","R-12","Hutt Space","Hutt Space","planet","svg","svg-0693","canon","","https://starwars.fandom.com/wiki/Jilrua"
"Ganath","Ganath","3490.464","2242.037","686.526","-219.661","R-12","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Ganath"
"Ques","Ques","3661.823","1622.558","775.797","103.063","S-8","Hutt Space","Hutt Space","planet","catalog","","canon","Kegan Run","https://starwars.fandom.com/wiki/Ques"
"Terman","Terman","3653.907","1617.116","771.673","105.898","S-8","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Terman"
"Cyborrea","Cyborrea","3551.789","1759.029","735.978","18.605","S-9","Hutt Space","Hutt Space","planet","svg","svg-0337","legends","","https://starwars.fandom.com/wiki/Cyborrea"
"Dirha","Dirha","3587.199","1648.459","755.201","76.915","S-9","Hutt Space","Hutt Space","planet","svg","svg-0396","legends","","https://starwars.fandom.com/wiki/Dirha"
"Kafane","Kafane","3630.229","1698.209","778.9","49.55","S-9","Hutt Space","Hutt Space","planet","svg","svg-0701","legends","Varl Run","https://starwars.fandom.com/wiki/Kafane"
"Klatooine","Klatooine","3608.469","1593.209","774.4","96.254","S-9","Hutt Space","Carrion","planet","svg","svg-0763","canon","","https://starwars.fandom.com/wiki/Klatooine"
"Nimia","Nimia","3671.206","1632.277","780.685","98","S-9","Hutt Space","Hutt Space","planet","catalog","","legends","Varl Run","https://starwars.fandom.com/wiki/Nimia"
"Vontor","Vontor","3661.331","1635.814","775.541","96.157","S-9","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Vontor"
"Nar Kreeta","Nar Kreeta","3534.103","1888.645","709.26","-35.558","S-10","Hutt Space","Hutt Space","planet","catalog","","legends","Pabol Sleheyron","https://starwars.fandom.com/wiki/Nar_Kreeta"
"Nimban","Nimban","3535.179","1846.339","723.207","-33.631","S-10","Hutt Space","Hutt Space","planet","svg","svg-1002","legends","Pabol Sleheyron","https://starwars.fandom.com/wiki/Nimban"
"Sionia","Sionia","3577.012","1853.374","731.614","-17.183","S-10","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Sionia"
"Mulatan","Mulatan","3629.771","1981.833","759.099","-84.105","S-10","Hutt Space","Hutt Space","planet","catalog","","legends","Pabol Hutta","https://starwars.fandom.com/wiki/Mulatan"
"Langoona","Langoona","3634.799","1974.009","780.311","-96.773","S-10","Hutt Space","Hutt Space","planet","svg","svg-0803","legends","","https://starwars.fandom.com/wiki/Langoona"
"Zisia","Zisia","3663.809","1877.019","797.703","-46.276","S-10","Hutt Space","Hutt Space","planet","svg","svg-1645","legends","Varl Run","https://starwars.fandom.com/wiki/Zisia"
"Ulmatra","Ulmatra","3657.969","1811.839","796.197","-17.688","S-10","Hutt Space","Hutt Space","planet","svg","svg-1500","canon","Pabol Sleheyron | Varl Run","https://starwars.fandom.com/wiki/Ulmatra"
"Sleheyron","Sleheyron","3623.099","1823.839","769.783","-22.63","S-10","Hutt Space","Hutt Space","planet","svg","svg-1326","canon","Pabol Hutta | Pabol Sleheyron","https://starwars.fandom.com/wiki/Sleheyron"
"Kor Nasirii","Kor Nasirii","3595.753","1930.236","741.377","-57.225","S-10","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kor_Nasirii"
"Kor Vosadii","Kor Vosadii","3589.981","1954.691","738.37","-69.965","S-10","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kor_Vosadii"
"Kor Besadii","Kor Besadii","3608.659","1956.898","748.101","-71.115","S-10","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kor_Besadii"
"Kor Hestilic","Kor Hestilic","3606.621","1975.408","747.039","-80.758","S-10","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kor_Hestilic"
"Kor Nijiladii","Kor Nijiladii","3622.415","1962.501","755.267","-74.034","S-10","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kor_Nijiladii"
"Nar Chunna","Nar Chunna","3609.508","2005.464","748.543","-96.416","S-10","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Nar_Chunna"
"Bootana Shagplan","Bootana Shagplan","3683.888","2006.144","787.292","-96.77","S-10","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Bootana_Shagplan"
"Du Hutta","Du Hutta","3508.809","2106.929","713.125","-171.861","S-11","Hutt Space","Hutt Space","planet","svg","svg-0419","legends","Ootmian Pabol","https://starwars.fandom.com/wiki/Du_Hutta"
"Hosko","Hosko","3564.579","2126.339","743.633","-181.681","S-11","Hutt Space","Hutt Space","planet","svg","svg-0622","legends","Pabol Hutta","https://starwars.fandom.com/wiki/Hosko"
"Varl","Varl","3615.949","2082.339","770.065","-155.661","S-11","Hutt Space","Hutt Space","planet","svg","svg-1535","legends","Pabol Hutta | Varl Run","https://starwars.fandom.com/wiki/Varl"
"Sakiya","Sakiya","3655.596","2067.663","772.553","-128.819","S-11","Hutt Space","Hutt Space","planet","catalog","","canon","","https://starwars.fandom.com/wiki/Sakiya"
"Gos Hutta","Gos Hutta","3593.769","2012.569","758.543","-117.428","S-11","Hutt Space","Hutt Space","planet","svg","svg-0562","legends","Pabol Hutta","https://starwars.fandom.com/wiki/Gos_Hutta"
"Da Soocha","Cyax","3648.009","2056.249","789.312","-142.305","S-11","Hutt Space","Hutt Space","planet","svg","svg-0336","legends","","https://starwars.fandom.com/wiki/Da_Soocha"
"Irith","Irith","3494.439","2029.219","704.541","-129.903","S-11","Hutt Space","Hutt Space","planet","svg","svg-0663","legends","Ootmian Pabol","https://starwars.fandom.com/wiki/Irith"
"Kor Utoradii","Kor Utoradii","3591.338","2034.334","739.077","-111.456","S-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kor_Utoradii"
"Kor Hunamma","Kor Hunamma","3602.886","2061.505","745.093","-125.611","S-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kor_Hunamma"
"Kor Usilic","Kor Usilic","3615.113","2036.71","751.463","-112.694","S-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kor_Usilic"
"Pybus","Pybus","3611.376","2085.109","749.516","-137.908","S-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Pybus"
"Kor Oktanivii","Kor Oktanivii","3617.15","2060.825","752.524","-125.257","S-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kor_Oktanivii"
"Kor Desilijic","Kor Desilijic","3642.113","2030.938","765.529","-109.687","S-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kor_Desilijic"
"Huloon","Huloon","3651.454","2022.446","770.395","-105.263","S-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Huloon"
"Kor Anjiliac","Kor Anjiliac","3663.51","2015.993","776.676","-101.901","S-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kor_Anjiliac"
"Groth","Groth","3653.661","2047.07","771.545","-118.091","S-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Groth"
"Kor Jiramma","Kor Jiramma","3665.886","2037.39","777.914","-113.048","S-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kor_Jiramma"
"Kor Gejalli","Kor Gejalli","3665.886","2056.41","777.914","-122.957","S-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kor_Gejalli"
"Kor Trinivii","Kor Trinivii","3682.869","2045.031","786.761","-117.029","S-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Kor_Trinivii"
"Sakidopa","Sakidopa","3669.453","2078.825","779.772","-134.634","S-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Sakidopa"
"Sakiduba","Sakiduba","3658.755","2086.637","774.199","-138.704","S-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Sakiduba"
"Nal Hutta & Nar Shaddaa","Nal Hutta","3499.179","2173.709","703.988","-205.807","S-12","Hutt Space","Hutt Space","planet","svg","svg-0969","canon","Pabol Hutta | Shag Pabol","https://starwars.fandom.com/wiki/Nal_Hutta"
"Circumtore","Circumtore","3504.969","2236.709","708.697","-244.452","S-12","Hutt Space","Hutt Space","planet","svg","svg-0294","legends","","https://starwars.fandom.com/wiki/Circumtore"
"Carnovia","Carnovia","3500.699","2333.639","708.523","-291.239","S-12","Hutt Space","Hutt Space","planet","svg","svg-0253","legends","","https://starwars.fandom.com/wiki/Carnovia"
"Affavan","Affavan","3581.613","2317.772","734.011","-259.116","S-12","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Affavan"
"Hollastin","Hollastin","3606.219","2289.959","759.325","-269.766","S-12","Hutt Space","Hutt Space","planet","svg","svg-0617","legends","","https://starwars.fandom.com/wiki/Hollastin"
"Aylayl","Aylayl","3662.129","2328.349","788.951","-289.467","S-12","Hutt Space","Hutt Space","planet","svg","svg-0118","legends","","https://starwars.fandom.com/wiki/Aylayl"
"Rorak","Rorak","3557.509","2213.089","736.976","-228.396","S-12","Hutt Space","Hutt Space","planet","svg","svg-1221","legends","Shag Pabol","https://starwars.fandom.com/wiki/Rorak_4"
"Diyu","Diyu","3643.469","2198.039","785.625","-217.689","S-12","Hutt Space","Hutt Space","planet","svg","svg-0397","legends","Shag Pabol","https://starwars.fandom.com/wiki/Diyu"
"Nar Kaaga","Nar Kaaga","3504.799","2409.209","704.507","-331.043","S-13","Hutt Space","Carrion","planet","svg","svg-0977","legends","","https://starwars.fandom.com/wiki/Nar_Kaaga"
"Xolu","Xolu","3584.929","2396.839","753.913","-327.377","S-13","Hutt Space","Hutt Space","planet","svg","svg-1606","legends","","https://starwars.fandom.com/wiki/Xolu"
"Far Pando","Far Pando","3605.479","2473.989","764.039","-368.403","S-13","Hutt Space","Hutt Space","planet","svg","svg-0475","legends","","https://starwars.fandom.com/wiki/Far_Pando"
"Near Pando","NearPando","3630.799","2554.709","779.45","-411.86","S-14","Hutt Space","Raioballo","planet","svg","svg-0983","legends","","https://starwars.fandom.com/wiki/Near_Pando"
"Elgit","Elgit","3678.299","1934.459","805.45","-77.427","T-10","Hutt Space","Hutt Space","planet","svg","svg-0440","legends","Elgit-M'Hanna Corridor | Varl Run","https://starwars.fandom.com/wiki/Elgit"
"Usk","Usk","3727.879","1949.609","830.197","-85.382","T-10","Hutt Space","Hutt Space","planet","svg","svg-1512","legends","Varl Run","https://starwars.fandom.com/wiki/Usk"
"Moralan","Moralan","3735.199","1918.919","833.143","-69.277","T-10","Hutt Space","Hutt Space","planet","svg","svg-0935","legends","","https://starwars.fandom.com/wiki/Moralan"
"Tisht","Tisht","3760.649","2121.049","849.416","-177.31","T-11","Hutt Space","Hutt Space","planet","svg","svg-1449","legends","Varl Run","https://starwars.fandom.com/wiki/Tisht"
"Nar Haaska","Nar Haaska","3821.239","2069.089","881.015","-149.028","T-11","Hutt Space","Myto","planet","svg","svg-0976","legends","","https://starwars.fandom.com/wiki/Nar_Haaska"
"Saqqar","Saqqar","3765.069","2042.709","850.463","-136.109","T-11","Hutt Space","Hutt Space","planet","svg","svg-1252","legends","Varl Run","https://starwars.fandom.com/wiki/Saqqar"
"M'Hanna","M’Hanna","3696.699","2093.649","815.024","-162.994","T-11","Hutt Space","Hutt Space","planet","svg","svg-0957","legends","Elgit-M'Hanna Corridor | Varl Run","https://starwars.fandom.com/wiki/M%27Hanna"
"The Godsheart","The Godsheart","3765.938","2074.955","830.037","-132.618","T-11","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/The_Godsheart"
"Sakifwanna","Sakifwanna","3678.159","2010.829","803.388","-118.083","T-11","Hutt Space","Hutt Space","planet","svg","svg-1242","legends","Elgit-M'Hanna Corridor","https://starwars.fandom.com/wiki/Sakifwanna"
"Ylesia","Ylesia","3756.799","2183.839","845.229","-213.964","T-12","Hutt Space","Hutt Space","planet","svg","svg-1620","canon","Shag Pabol","https://starwars.fandom.com/wiki/Ylesia"
"Riileb","Riileb","3728.649","2257.499","831.548","-251.234","T-12","Hutt Space","Hutt Space","planet","svg","svg-1204","legends","","https://starwars.fandom.com/wiki/Riileb"
"Poytta","Poytta","3815.773","2223.31","855.999","-209.905","T-12","Hutt Space","Hutt Space","planet","catalog","","legends","","https://starwars.fandom.com/wiki/Poytta"
"Ziugen","Ziugen","3812.099","2197.159","875.384","-217.288","T-12","Hutt Space","Hutt Space","planet","svg","svg-1646","legends","Shag Pabol","https://starwars.fandom.com/wiki/Ziugen"
"Outland Transit","Outland Transit","3892.694","2234.215","896.072","-215.586","T-12","Hutt Space","Hutt Space","planet","catalog","","legends","Shag Pabol","https://starwars.fandom.com/wiki/Outland_Transit"
"Tsyk","Tsyk","3694.859","2365.279","806.583","-310.067","T-13","Hutt Space","Hutt Space","planet","svg","svg-1483","legends","","https://starwars.fandom.com/wiki/Tsyk"
"Cerea","Cerea","1712.679","3029.089","-242.428","-664.301","I-16","Mid Rim","Semagi","planet","svg","svg-0264","canon","Cerean Reach | Great Gran Run | Spar Trade Route","https://starwars.fandom.com/wiki/Cerea"
"Cheelit","Cheelit","1734.139","3123.585","-228.45","-678.913","I-16","Mid Rim","Semagi","planet","catalog","","legends","Cerean Reach","https://starwars.fandom.com/wiki/Cheelit"
"Marzoon","Marzoon","1656.599","2984.089","-268.794","-634.123","I-16","Mid Rim","Marzoon","planet","svg","svg-0881","legends","","https://starwars.fandom.com/wiki/Marzoon"
